"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
781,"2019-01-01 01:29:13.2900","2019-01-01 01:42:14.8350",334,"W 20 St & 7 Ave",40.74238787,-73.99726235,447,"8 Ave & W 52 St",40.76370739,-73.9851615,27050,"Subscriber",1956,1
682,"2019-01-01 01:30:15.5550","2019-01-01 01:41:38.1460",499,"Broadway & W 60 St",40.76915505,-73.98191841,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,26588,"Subscriber",1960,1
649,"2019-01-01 01:30:18.8730","2019-01-01 01:41:07.9900",3106,"Driggs Ave & N Henry St",40.72325,-73.94308,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,34790,"Subscriber",1992,1
731,"2019-01-01 01:30:33.9830","2019-01-01 01:42:45.2960",502,"Henry St & Grand St",40.714215,-73.981346,146,"Hudson St & Reade St",40.71625008,-74.0091059,34855,"Subscriber",1960,1
806,"2019-01-01 01:30:40.3180","2019-01-01 01:44:06.8570",403,"E 2 St & 2 Ave",40.72502876,-73.99069656,509,"9 Ave & W 22 St",40.7454973,-74.00197139,30694,"Subscriber",1990,1
589,"2019-01-01 01:31:18.4520","2019-01-01 01:41:08.1980",402,"Broadway & E 22 St",40.7403432,-73.98955109,2012,"E 27 St & 1 Ave",40.739445,-73.976806,27926,"Subscriber",1975,1
564,"2019-01-01 01:31:18.2400","2019-01-01 01:40:42.2420",3715,"Driggs Ave & N 9 St",40.71816969454208,-73.95520135760307,3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,21328,"Customer",1969,0
313,"2019-01-01 01:31:59.1900","2019-01-01 01:37:12.7560",308,"St James Pl & Oliver St",40.71307916,-73.99851193,331,"Pike St & Monroe St",40.71173107,-73.99193043,32063,"Subscriber",1985,1
501,"2019-01-01 01:32:13.3590","2019-01-01 01:40:35.0250",3659,"W 17 St & 9 Ave",40.74294891660091,-74.00413691997528,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,32389,"Customer",1969,0
488,"2019-01-01 01:32:13.1730","2019-01-01 01:40:21.8930",298,"3 Ave & Schermerhorn St",40.68683208,-73.9796772,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,29707,"Subscriber",1988,1
481,"2019-01-01 01:32:17.6140","2019-01-01 01:40:18.8100",298,"3 Ave & Schermerhorn St",40.68683208,-73.9796772,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,29865,"Subscriber",1992,2
1218,"2019-01-01 01:32:32.4770","2019-01-01 01:52:50.8570",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3357,"W 106 St & Amsterdam Ave",40.8008363,-73.9664492472,20182,"Subscriber",1954,1
635,"2019-01-01 01:32:47.1320","2019-01-01 01:43:22.8150",3714,"Division Av & Hooper St",40.70684203101325,-73.9544353965357,3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005,16020,"Subscriber",1966,1
468,"2019-01-01 01:32:36.3220","2019-01-01 01:40:25.1270",3659,"W 17 St & 9 Ave",40.74294891660091,-74.00413691997528,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,14677,"Customer",1969,0
539,"2019-01-01 01:33:02.1470","2019-01-01 01:42:01.7700",326,"E 11 St & 1 Ave",40.72953837,-73.98426726,307,"Canal St & Rutgers St",40.71427487,-73.98990025,27844,"Subscriber",1977,1
131,"2019-01-01 01:33:04.9990","2019-01-01 01:35:16.6640",462,"W 22 St & 10 Ave",40.74691959,-74.00451887,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,20990,"Subscriber",1972,1
462,"2019-01-01 01:33:47.1790","2019-01-01 01:41:29.5950",3141,"1 Ave & E 68 St",40.76500525,-73.95818491,3288,"E 88 St & 1 Ave",40.778301,-73.9488134,35653,"Subscriber",1967,1
491,"2019-01-01 01:34:10.8680","2019-01-01 01:42:22.1240",267,"Broadway & W 36 St",40.75097711,-73.98765428,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,17845,"Subscriber",1972,1
987,"2019-01-01 01:34:04.0850","2019-01-01 01:50:31.8230",3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,3324,"3 Ave & 14 St",40.6685455,-73.99333264,35648,"Subscriber",1988,1
393,"2019-01-01 01:34:27.2890","2019-01-01 01:41:00.7450",490,"8 Ave & W 33 St",40.751551,-73.993934,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,30260,"Subscriber",1990,1
337,"2019-01-01 01:34:38.2390","2019-01-01 01:40:15.3870",478,"11 Ave & W 41 St",40.76030096,-73.99884222,490,"8 Ave & W 33 St",40.751551,-73.993934,35037,"Subscriber",1973,1
949,"2019-01-01 01:34:41.8000","2019-01-01 01:50:31.7850",3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,3324,"3 Ave & 14 St",40.6685455,-73.99333264,15696,"Subscriber",1981,1
411,"2019-01-01 01:34:58.7650","2019-01-01 01:41:49.9290",3314,"W 95 St & Broadway",40.7937704,-73.971888,3302,"Columbus Ave & W 103 St",40.7969347,-73.9643412291,20244,"Subscriber",1974,2
537,"2019-01-01 01:35:01.0120","2019-01-01 01:43:58.6050",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,150,"E 2 St & Avenue C",40.7208736,-73.98085795,33910,"Subscriber",1983,1
282,"2019-01-01 01:35:01.1000","2019-01-01 01:39:43.8690",3721,"31 St & Newtown Ave",40.7675487799971,-73.9209334552288,3612,"30 Ave & 21 St",40.7703743,-73.9286078,25655,"Subscriber",1990,1
257,"2019-01-01 01:35:15.3470","2019-01-01 01:39:33.2910",3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,3107,"Bedford Ave & Nassau Ave",40.72311651,-73.95212324,32026,"Subscriber",1988,1
1695,"2019-01-01 01:35:19.8840","2019-01-01 02:03:35.7170",524,"W 43 St & 6 Ave",40.75527307,-73.98316936,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,28925,"Customer",1988,1
1679,"2019-01-01 01:35:24.6940","2019-01-01 02:03:24.4080",524,"W 43 St & 6 Ave",40.75527307,-73.98316936,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,20320,"Customer",1994,2
150,"2019-01-01 01:35:25.1050","2019-01-01 01:37:55.9890",3113,"Greenpoint Ave & Manhattan Ave",40.73026,-73.95394,3110,"Meserole Ave & Manhattan Ave",40.72708584,-73.95299117,29769,"Subscriber",1992,1
384,"2019-01-01 01:35:36.6730","2019-01-01 01:42:01.6500",3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,285,"Broadway & E 14 St",40.73454567,-73.99074142,21434,"Subscriber",1985,1
985,"2019-01-01 01:35:30.5010","2019-01-01 01:51:55.8730",310,"State St & Smith St",40.68926942,-73.98912867,3311,"Columbia St & Kane St",40.68763155,-74.0016256,31137,"Subscriber",1978,0
505,"2019-01-01 01:35:43.4260","2019-01-01 01:44:08.5050",3258,"W 27 St & 10 Ave",40.75018156325683,-74.00218427181244,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,35700,"Subscriber",1989,2
437,"2019-01-01 01:35:45.0710","2019-01-01 01:43:02.4680",382,"University Pl & E 14 St",40.73492695,-73.99200509,301,"E 2 St & Avenue B",40.72217444,-73.98368779,34756,"Subscriber",1993,1
2240,"2019-01-01 01:36:00.4710","2019-01-01 02:13:20.9450",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,330,"Reade St & Broadway",40.71450451,-74.00562789,34861,"Subscriber",1996,2
2308,"2019-01-01 01:36:02.3090","2019-01-01 02:14:30.8200",423,"W 54 St & 9 Ave",40.76584941,-73.98690506,3358,"Garfield Pl & 8 Ave",40.6711978,-73.97484126,35551,"Subscriber",1981,1
446,"2019-01-01 01:36:01.1230","2019-01-01 01:43:27.8610",3714,"Division Av & Hooper St",40.70684203101325,-73.9544353965357,3083,"Bushwick Ave & Powers St",40.71247661,-73.94100005,34909,"Customer",1969,0
474,"2019-01-01 01:36:08.0190","2019-01-01 01:44:02.2370",3258,"W 27 St & 10 Ave",40.75018156325683,-74.00218427181244,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,32889,"Subscriber",1986,1
1673,"2019-01-01 01:36:39.9970","2019-01-01 02:04:33.8320",3360,"Amsterdam Ave & W 79 St",40.7829391,-73.9786517,3459,"E 53 St & 3 Ave",40.75763227739443,-73.96930575370789,27206,"Subscriber",1968,1
618,"2019-01-01 01:37:01.3300","2019-01-01 01:47:19.3360",254,"W 11 St & 6 Ave",40.73532427,-73.99800419,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,25102,"Subscriber",1992,1
579,"2019-01-01 01:37:21.9740","2019-01-01 01:47:01.1030",3085,"Roebling St & N 4 St",40.71469,-73.95739,3112,"Milton St & Franklin St",40.72906,-73.95779,28141,"Subscriber",1986,1
712,"2019-01-01 01:37:27.9460","2019-01-01 01:49:20.8740",3415,"Prospect Pl & 6 Ave",40.6793307,-73.97519523,3486,"Schermerhorn St & Bond St",40.688417427540834,-73.98451656103134,31959,"Subscriber",1982,1
715,"2019-01-01 01:37:29.1010","2019-01-01 01:49:24.7050",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3343,"W 107 St & Columbus Ave",40.7997568,-73.9621128676,31419,"Subscriber",1992,1
1011,"2019-01-01 01:38:30.1030","2019-01-01 01:55:21.5840",254,"W 11 St & 6 Ave",40.73532427,-73.99800419,350,"Clinton St & Grand St",40.71559509,-73.9870295,19630,"Subscriber",1967,2
682,"2019-01-01 01:38:34.4300","2019-01-01 01:49:57.3010",3110,"Meserole Ave & Manhattan Ave",40.72708584,-73.95299117,282,"Kent Ave & S 11 St",40.707644944175705,-73.96841526031494,35621,"Subscriber",1992,1
538,"2019-01-01 01:38:42.7910","2019-01-01 01:47:41.3900",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,34311,"Subscriber",1992,1
525,"2019-01-01 01:38:51.6120","2019-01-01 01:47:36.8290",486,"Broadway & W 29 St",40.7462009,-73.98855723,509,"9 Ave & W 22 St",40.7454973,-74.00197139,35328,"Subscriber",1992,1
328,"2019-01-01 01:38:38.8790","2019-01-01 01:44:07.1900",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3168,"Central Park West & W 85 St",40.78472675,-73.96961715,26028,"Subscriber",1969,1
459,"2019-01-01 01:38:40.5290","2019-01-01 01:46:19.9650",423,"W 54 St & 9 Ave",40.76584941,-73.98690506,3167,"Amsterdam Ave & W 73 St",40.77966809007312,-73.98093044757842,28784,"Subscriber",1969,1
686,"2019-01-01 01:38:56.0160","2019-01-01 01:50:22.5270",402,"Broadway & E 22 St",40.7403432,-73.98955109,301,"E 2 St & Avenue B",40.72217444,-73.98368779,30353,"Subscriber",1988,2
219,"2019-01-01 01:39:26.1930","2019-01-01 01:43:05.4650",432,"E 7 St & Avenue A",40.72621788,-73.98379855,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,32404,"Subscriber",1992,1
931,"2019-01-01 01:39:34.6250","2019-01-01 01:55:05.8550",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,3712,"W 35 St & Dyer Ave",40.754691750226016,-73.99740189313889,19127,"Subscriber",1969,2
739,"2019-01-01 01:39:33.6700","2019-01-01 01:51:53.6110",307,"Canal St & Rutgers St",40.71427487,-73.98990025,3467,"W Broadway & Spring Street",40.72494672359416,-74.00165855884552,33565,"Subscriber",1969,2
333,"2019-01-01 01:40:02.5010","2019-01-01 01:45:35.9560",497,"E 17 St & Broadway",40.73704984,-73.99009296,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,28668,"Subscriber",1989,2
394,"2019-01-01 01:40:28.1830","2019-01-01 01:47:02.2850",161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231,438,"St Marks Pl & 1 Ave",40.72779126,-73.98564945,35277,"Subscriber",1989,1
659,"2019-01-01 01:40:20.0590","2019-01-01 01:51:19.1420",2009,"Catherine St & Monroe St",40.71117444,-73.99682619,363,"West Thames St",40.70834698,-74.01713445,28182,"Subscriber",1993,1
204,"2019-01-01 01:40:16.6720","2019-01-01 01:43:40.9420",3513,"21 St & Hoyt Ave S",40.774645,-73.923706,3514,"Astoria Park S & Shore Blvd",40.7767,-73.927631,17513,"Subscriber",1978,1
1370,"2019-01-01 01:40:57.5500","2019-01-01 02:03:47.7380",3630,"Frederick Douglass Blvd & W 115 St",40.8038654,-73.9559308,3243,"E 58 St & 1 Ave",40.75892386377695,-73.96226227283478,35775,"Subscriber",1998,2
664,"2019-01-01 01:41:10.6830","2019-01-01 01:52:15.3460",3584,"Eastern Pkwy & Franklin Ave",40.6707767,-73.9576801,467,"Dean St & 4 Ave",40.68312489,-73.97895137,34674,"Subscriber",1968,1
1173,"2019-01-01 01:41:19.2510","2019-01-01 02:00:52.7270",471,"Grand St & Havemeyer St",40.71286844,-73.95698119,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,34760,"Subscriber",1983,1
950,"2019-01-01 01:41:53.5350","2019-01-01 01:57:43.5710",473,"Rivington St & Chrystie St",40.72110063,-73.9919254,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,20146,"Subscriber",1991,1
386,"2019-01-01 01:42:09.8780","2019-01-01 01:48:36.8240",195,"Liberty St & Broadway",40.70905623,-74.01043382,195,"Liberty St & Broadway",40.70905623,-74.01043382,32135,"Subscriber",1980,1
684,"2019-01-01 01:42:06.5950","2019-01-01 01:53:31.2830",3599,"Franklin Ave & Empire Blvd",40.66314,-73.9605695,3349,"Grand Army Plaza & Plaza St West",40.6729679,-73.97087984,33951,"Subscriber",1966,2
779,"2019-01-01 01:42:08.3060","2019-01-01 01:55:07.5220",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,473,"Rivington St & Chrystie St",40.72110063,-73.9919254,33926,"Subscriber",1991,1
423,"2019-01-01 01:42:15.3070","2019-01-01 01:49:19.1600",291,"Madison St & Montgomery St",40.713126,-73.984844,432,"E 7 St & Avenue A",40.72621788,-73.98379855,35781,"Subscriber",1963,1
1696,"2019-01-01 01:42:22.8530","2019-01-01 02:10:38.9520",455,"1 Ave & E 44 St",40.75001986,-73.96905301,3684,"W 12 St & W 4 St",40.73756121181137,-74.00398269295692,17259,"Subscriber",1958,1
580,"2019-01-01 01:42:26.1820","2019-01-01 01:52:06.2920",504,"1 Ave & E 16 St",40.73221853,-73.98165557,3431,"E 35 St & 3 Ave",40.746524,-73.977885,35353,"Subscriber",1972,1
242,"2019-01-01 01:42:38.9590","2019-01-01 01:46:41.7660",3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,312,"Allen St & Stanton St",40.722055,-73.989111,35129,"Subscriber",1989,1
1555,"2019-01-01 01:43:19.5980","2019-01-01 02:09:15.2050",440,"E 45 St & 3 Ave",40.75255434,-73.97282625,526,"E 33 St & 5 Ave",40.74765947,-73.98490707,34663,"Subscriber",1975,1
809,"2019-01-01 01:42:44.6620","2019-01-01 01:56:14.1850",268,"Howard St & Centre St",40.71910537,-73.99973337,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,32779,"Subscriber",1983,2
180,"2019-01-01 01:43:35.6470","2019-01-01 01:46:35.7700",3504,"E 123 St & Lexington Ave",40.8029263,-73.9379,3499,"2 Ave & E 122 St",40.8006721,-73.9349,33419,"Subscriber",1988,1
472,"2019-01-01 01:44:17.6600","2019-01-01 01:52:10.1480",499,"Broadway & W 60 St",40.76915505,-73.98191841,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,30246,"Subscriber",1989,1
518,"2019-01-01 01:44:06.4780","2019-01-01 01:52:45.2960",3409,"Bergen St & Smith St",40.6867443,-73.99063168,467,"Dean St & 4 Ave",40.68312489,-73.97895137,34174,"Subscriber",1988,2
2661,"2019-01-01 01:44:02.0010","2019-01-01 02:28:23.1540",531,"Forsyth St & Broome St",40.71893904,-73.99266288,3660,"W 16 St & 8 Ave",40.741021509002664,-74.001384973526,33995,"Subscriber",1991,2
1419,"2019-01-01 01:44:12.0390","2019-01-01 02:07:51.2710",3143,"5 Ave & E 78 St",40.77632142182271,-73.96427392959595,479,"9 Ave & W 45 St",40.76019252,-73.9912551,33196,"Subscriber",1966,2
820,"2019-01-01 01:43:58.7830","2019-01-01 01:57:39.1220",531,"Forsyth St & Broome St",40.71893904,-73.99266288,291,"Madison St & Montgomery St",40.713126,-73.984844,30533,"Subscriber",1991,1
142,"2019-01-01 01:44:30.8630","2019-01-01 01:46:52.9140",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,20990,"Subscriber",1972,1
85,"2019-01-01 01:44:36.3240","2019-01-01 01:46:01.9000",507,"E 25 St & 2 Ave",40.73912601,-73.97973776,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,28587,"Subscriber",1981,1
139,"2019-01-01 01:44:28.4000","2019-01-01 01:46:48.0730",3082,"Hope St & Union Ave",40.71167351,-73.95141312,3082,"Hope St & Union Ave",40.71167351,-73.95141312,21062,"Subscriber",1994,1
1268,"2019-01-01 01:44:44.9400","2019-01-01 02:05:53.3680",520,"W 52 St & 5 Ave",40.75992262,-73.97648516,3709,"W 15 St & 6 Ave",40.738046142482766,-73.99642959237099,30748,"Subscriber",1954,1
1109,"2019-01-01 01:44:46.7100","2019-01-01 02:03:16.4670",447,"8 Ave & W 52 St",40.76370739,-73.9851615,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,33564,"Subscriber",1969,0
179,"2019-01-01 01:45:19.6830","2019-01-01 01:48:19.3080",3489,"Gold St & Frankfort St",40.71069994631387,-74.00354146957397,279,"Peck Slip & Front St",40.707873,-74.00167,31399,"Subscriber",1960,1
299,"2019-01-01 01:45:29.8040","2019-01-01 01:50:29.4740",529,"W 42 St & 8 Ave",40.7575699,-73.99098507,478,"11 Ave & W 41 St",40.76030096,-73.99884222,35096,"Subscriber",1976,2
522,"2019-01-01 01:45:29.8390","2019-01-01 01:54:12.2080",3164,"Columbus Ave & W 72 St",40.7770575,-73.97898475,3320,"Central Park West & W 100 St",40.79406660818552,-73.96286845207214,31079,"Subscriber",1994,1
278,"2019-01-01 01:45:40.9330","2019-01-01 01:50:19.6470",529,"W 42 St & 8 Ave",40.7575699,-73.99098507,478,"11 Ave & W 41 St",40.76030096,-73.99884222,30551,"Subscriber",1973,1
197,"2019-01-01 01:45:52.7700","2019-01-01 01:49:10.4700",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,238,"Bank St & Washington St",40.7361967,-74.00859207,33361,"Subscriber",1985,1
709,"2019-01-01 01:46:05.0390","2019-01-01 01:57:54.1760",490,"8 Ave & W 33 St",40.751551,-73.993934,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,27751,"Subscriber",1984,1
525,"2019-01-01 01:46:17.9090","2019-01-01 01:55:03.2070",484,"W 44 St & 5 Ave",40.75500254,-73.98014437,472,"E 32 St & Park Ave",40.7457121,-73.98194829,32754,"Subscriber",1994,1
1378,"2019-01-01 01:46:43.2670","2019-01-01 02:09:42.0070",3243,"E 58 St & 1 Ave",40.75892386377695,-73.96226227283478,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,28921,"Subscriber",1988,1
150,"2019-01-01 01:46:43.6030","2019-01-01 01:49:14.2120",174,"E 25 St & 1 Ave",40.7381765,-73.97738662,545,"E 23 St & 1 Ave",40.736502,-73.97809472,34648,"Subscriber",1981,1
1711,"2019-01-01 01:47:23.5980","2019-01-01 02:15:54.6190",301,"E 2 St & Avenue B",40.72217444,-73.98368779,479,"9 Ave & W 45 St",40.76019252,-73.9912551,26574,"Subscriber",1964,1
1035,"2019-01-01 01:47:36.4480","2019-01-01 02:04:52.0470",453,"W 22 St & 8 Ave",40.74475148,-73.99915362,3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,26868,"Subscriber",1985,1
333,"2019-01-01 01:47:45.6150","2019-01-01 01:53:19.5180",3082,"Hope St & Union Ave",40.71167351,-73.95141312,3714,"Division Av & Hooper St",40.70684203101325,-73.9544353965357,34356,"Subscriber",1994,1
521,"2019-01-01 01:47:46.4480","2019-01-01 01:56:28.1650",3374,"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,3552,"W 113 St & Broadway",40.805973,-73.964928,19281,"Subscriber",1966,2
490,"2019-01-01 01:47:57.7360","2019-01-01 01:56:08.3870",3374,"Central Park North & Adam Clayton Powell Blvd",40.799484,-73.955613,3552,"W 113 St & Broadway",40.805973,-73.964928,31518,"Subscriber",1963,1
323,"2019-01-01 01:48:03.5610","2019-01-01 01:53:27.2490",470,"W 20 St & 8 Ave",40.74345335,-74.00004031,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,34086,"Subscriber",1975,1
106,"2019-01-01 01:48:04.8590","2019-01-01 01:49:51.6880",320,"Leonard St & Church St",40.717571,-74.005549,320,"Leonard St & Church St",40.717571,-74.005549,32568,"Subscriber",1993,1
743,"2019-01-01 01:48:12.3100","2019-01-01 02:00:35.6890",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,33803,"Subscriber",1976,1
244,"2019-01-01 01:48:32.4740","2019-01-01 01:52:37.1750",3526,"31 St & 23 Ave",40.7747878,-73.9125551,3530,"Crescent St & Ditmars Blvd",40.7787185,-73.9145645,31982,"Subscriber",1969,1
555,"2019-01-01 01:49:04.7940","2019-01-01 01:58:20.5130",279,"Peck Slip & Front St",40.707873,-74.00167,342,"Columbia St & Rivington St",40.71739973,-73.98016555,35729,"Subscriber",1960,1
987,"2019-01-01 01:49:29.0830","2019-01-01 02:05:56.8730",249,"Harrison St & Hudson St",40.71870987,-74.0090009,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,35784,"Subscriber",1969,1
1280,"2019-01-01 01:49:40.5330","2019-01-01 02:11:01.3240",312,"Allen St & Stanton St",40.722055,-73.989111,312,"Allen St & Stanton St",40.722055,-73.989111,20727,"Subscriber",1984,1
458,"2019-01-01 01:49:52.8390","2019-01-01 01:57:31.5430",3335,"Union St & 4 Ave",40.6772744,-73.98282002,3580,"St Johns Pl & Washington Ave",40.6737236,-73.9631611,35797,"Subscriber",1992,1
766,"2019-01-01 01:49:49.3860","2019-01-01 02:02:35.8380",432,"E 7 St & Avenue A",40.72621788,-73.98379855,455,"1 Ave & E 44 St",40.75001986,-73.96905301,34266,"Subscriber",1994,1
599,"2019-01-01 01:50:04.6380","2019-01-01 02:00:04.2170",401,"Allen St & Rivington St",40.72019576,-73.98997825,3718,"E 11 St & Avenue B",40.72746420692392,-73.97950418293476,16389,"Subscriber",1993,1
828,"2019-01-01 01:50:02.0720","2019-01-01 02:03:50.9410",432,"E 7 St & Avenue A",40.72621788,-73.98379855,3686,"Gansevoort St & Hudson St",40.739448201304036,-74.00507032871246,35781,"Subscriber",1989,1
2201,"2019-01-01 01:50:13.1180","2019-01-01 02:26:54.2100",238,"Bank St & Washington St",40.7361967,-74.00859207,3502,"Lexington Ave & E 111 St",40.7954121,-73.9441232,35563,"Subscriber",1985,1
1559,"2019-01-01 01:50:22.5320","2019-01-01 02:16:22.0240",545,"E 23 St & 1 Ave",40.736502,-73.97809472,3659,"W 17 St & 9 Ave",40.74294891660091,-74.00413691997528,35674,"Subscriber",1981,1
1069,"2019-01-01 01:50:22.9080","2019-01-01 02:08:12.2770",320,"Leonard St & Church St",40.717571,-74.005549,304,"Broadway & Battery Pl",40.70463334,-74.01361706,21684,"Subscriber",1993,1
1126,"2019-01-01 01:50:24.5100","2019-01-01 02:09:11.0960",3454,"Leonard St & Maujer St",40.7103685423523,-73.94705951213837,409,"DeKalb Ave & Skillman St",40.6906495,-73.95643107,18773,"Subscriber",1979,1
221,"2019-01-01 01:50:30.6120","2019-01-01 01:54:11.8550",280,"E 10 St & 5 Ave",40.73331967,-73.99510132,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,32533,"Subscriber",1999,1
788,"2019-01-01 01:50:31.2160","2019-01-01 02:03:39.6790",282,"Kent Ave & S 11 St",40.707644944175705,-73.96841526031494,307,"Canal St & Rutgers St",40.71427487,-73.98990025,35630,"Subscriber",1992,1
920,"2019-01-01 01:50:34.7210","2019-01-01 02:05:55.0890",323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,244,"Willoughby Ave & Hall St",40.69196035,-73.96536851,34342,"Subscriber",1984,1
707,"2019-01-01 01:50:45.3550","2019-01-01 02:02:32.5140",539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,34730,"Subscriber",1995,1
421,"2019-01-01 01:50:43.2880","2019-01-01 01:57:44.5370",3570,"35 Ave & 37 St",40.7557327,-73.9236611,3646,"35 Ave & 10 St",40.76315481910373,-73.93985509872437,33980,"Subscriber",1989,1
674,"2019-01-01 01:50:50.3120","2019-01-01 02:02:04.6070",3534,"Frederick Douglass Blvd & W 117 St",40.805159,-73.954692,3496,"1 Ave & E 110 St",40.7923272,-73.9383,31085,"Subscriber",1990,1
427,"2019-01-01 01:51:06.8000","2019-01-01 01:58:14.5360",3147,"E 85 St & 3 Ave",40.77801203,-73.95407149,3369,"E 82 St & East End Ave",40.7724607,-73.9468208,25975,"Subscriber",1958,1
1213,"2019-01-01 01:51:03.8850","2019-01-01 02:11:17.0130",279,"Peck Slip & Front St",40.707873,-74.00167,2003,"1 Ave & E 18 St",40.733812191966315,-73.98054420948029,35294,"Subscriber",1999,1
5907,"2019-01-01 01:51:11.2700","2019-01-01 03:29:38.5600",492,"W 33 St & 7 Ave",40.75019995,-73.99093085,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,35561,"Subscriber",1990,1
204,"2019-01-01 01:51:32.4080","2019-01-01 01:54:56.7510",458,"11 Ave & W 27 St",40.751396,-74.005226,509,"9 Ave & W 22 St",40.7454973,-74.00197139,17384,"Subscriber",1974,1
531,"2019-01-01 01:51:55.2270","2019-01-01 02:00:46.5990",3574,"Prospect Pl & Underhill Ave",40.6769694,-73.96579,3300,"Prospect Park West & 8 St",40.66514681533792,-73.97637605667114,21572,"Subscriber",1988,2
381,"2019-01-01 01:51:56.5350","2019-01-01 01:58:18.2320",402,"Broadway & E 22 St",40.7403432,-73.98955109,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,33670,"Subscriber",1985,1
2386,"2019-01-01 01:52:04.0780","2019-01-01 02:31:50.3730",368,"Carmine St & 6 Ave",40.73038599,-74.00214988,229,"Great Jones St",40.72743423,-73.99379025,18599,"Subscriber",1989,1
2216,"2019-01-01 01:52:04.8890","2019-01-01 02:29:01.7190",3165,"Central Park West & W 72 St",40.77579376683666,-73.9762057363987,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,32895,"Customer",1963,2
1487,"2019-01-01 01:52:14.3180","2019-01-01 02:17:02.1490",3620,"11 St & 43 Ave",40.7519071,-73.9479119,3071,"Boerum St & Broadway",40.70538077,-73.94976519,17416,"Subscriber",1969,0
207,"2019-01-01 01:52:33.1400","2019-01-01 01:56:00.5260",481,"S 3 St & Bedford Ave",40.71260486,-73.96264403,3092,"Berry St & N 8 St",40.7190095,-73.95852515,28456,"Subscriber",1986,1
901,"2019-01-01 01:53:10.2600","2019-01-01 02:08:11.7530",3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,3699,"W 50 St & 9 Ave",40.763604677958625,-73.98917958140373,29954,"Subscriber",1967,1
454,"2019-01-01 01:53:19.6010","2019-01-01 02:00:54.2240",426,"West St & Chambers St",40.71754834,-74.01322069,376,"John St & William St",40.70862144,-74.00722156,32920,"Subscriber",1964,1
